time (ms),linescan_near,velocity (m/s)
31348,"[13, 17, 17, 16, 16, 16, 18, 20, 23, 25, 26, 30, 38, 42, 44, 42, 38, 35, 31, 28, 26, 25, 25, 25, 25, 25, 27, 27, 26, 25, 25, 27, 26, 25, 24, 24, 24, 24, 24, 25, 26, 27, 27, 25, 25, 24, 23, 23, 22, 22, 23, 24, 26, 27, 26, 28, 27, 27, 27, 27, 26, 26, 24, 24, 23, 22, 23, 24, 33, 66, 76, 41, 25, 25, 25, 25, 26, 25, 26, 25, 26, 25, 25, 24, 22, 21, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 19, 19, 19, 20, 23, 22, 22, 21, 21, 21, 21, 22, 21, 20, 20, 21, 21, 20, 20, 19, 19, 19, 22, 20, 20, 19, 18, 18, 19, 19]",4.340354443
31363,"[14, 17, 16, 16, 16, 16, 18, 21, 24, 26, 30, 32, 30, 28, 28, 28, 27, 26, 25, 24, 25, 26, 27, 28, 28, 28, 27, 27, 27, 25, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 27, 27, 25, 25, 24, 23, 22, 23, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 31, 63, 76, 44, 25, 25, 25, 25, 25, 24, 24, 23, 23, 22, 22, 22, 22, 21, 20, 20, 20, 19, 19, 20, 20, 21, 20, 22, 22, 22, 21, 22, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 21, 20, 19, 18, 19, 19, 18, 17, 18, 20, 20, 19, 19, 18, 18, 19, 19]",4.340354443
31378,"[13, 17, 17, 16, 16, 16, 18, 20, 22, 24, 26, 26, 27, 27, 25, 24, 25, 27, 28, 28, 29, 28, 29, 28, 27, 26, 25, 24, 24, 24, 25, 26, 26, 25, 25, 24, 26, 26, 26, 25, 25, 24, 25, 24, 25, 25, 25, 26, 25, 25, 25, 25, 24, 22, 22, 21, 21, 22, 22, 22, 24, 25, 26, 26, 26, 25, 25, 25, 25, 50, 73, 63, 31, 24, 23, 23, 24, 24, 24, 24, 24, 24, 23, 22, 22, 22, 21, 22, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 22, 22, 22, 21, 22, 21, 21, 20, 20, 21, 21, 20, 19, 18, 18, 18, 18, 19, 20, 20, 19, 19, 18, 18, 19, 19]",4.340354443
31393,"[13, 17, 16, 16, 16, 16, 17, 20, 22, 24, 25, 25, 25, 24, 25, 26, 29, 29, 28, 27, 28, 28, 26, 26, 26, 26, 27, 27, 27, 26, 26, 26, 25, 26, 26, 25, 24, 24, 24, 23, 25, 25, 25, 24, 24, 24, 24, 25, 24, 24, 24, 25, 26, 26, 26, 25, 22, 22, 21, 21, 21, 22, 22, 23, 25, 25, 25, 25, 25, 35, 65, 74, 40, 23, 23, 24, 24, 23, 24, 25, 24, 24, 23, 23, 23, 23, 22, 22, 23, 23, 23, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 22, 21, 21, 21, 21, 21, 21, 21, 21, 20, 19, 19, 19, 18, 18, 19, 20, 20, 19, 18, 18, 18, 19, 19]",4.340354443
31408,"[13, 17, 16, 16, 15, 15, 17, 20, 22, 24, 25, 25, 27, 27, 27, 27, 28, 28, 27, 26, 26, 27, 28, 29, 28, 28, 27, 27, 26, 26, 26, 26, 26, 26, 25, 25, 25, 25, 24, 24, 23, 23, 24, 24, 25, 25, 24, 24, 24, 24, 24, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 23, 22, 22, 23, 24, 31, 62, 75, 44, 24, 24, 24, 24, 23, 23, 23, 24, 24, 24, 23, 22, 21, 21, 20, 20, 21, 21, 22, 22, 23, 23, 23, 23, 23, 22, 22, 21, 21, 21, 21, 22, 21, 21, 20, 20, 20, 20, 20, 20, 20, 19, 19, 18, 17, 17, 18, 20, 19, 19, 19, 18, 18, 19, 19]",4.340354443
31423,"[13, 17, 16, 16, 15, 15, 17, 20, 22, 23, 25, 25, 27, 27, 26, 25, 26, 27, 28, 29, 28, 28, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 25, 25, 26, 26, 26, 24, 24, 24, 25, 25, 24, 23, 23, 23, 23, 25, 25, 25, 25, 23, 24, 25, 25, 25, 26, 26, 25, 23, 23, 22, 21, 21, 21, 21, 21, 21, 21, 25, 58, 75, 47, 25, 23, 22, 21, 21, 20, 20, 20, 20, 20, 20, 21, 21, 23, 23, 22, 23, 23, 22, 21, 22, 21, 22, 22, 23, 23, 22, 22, 22, 22, 22, 22, 21, 21, 22, 21, 20, 20, 19, 20, 20, 19, 18, 18, 17, 17, 18, 20, 20, 19, 19, 18, 18, 18, 19]",4.340354443
31438,"[13, 16, 16, 16, 16, 15, 17, 19, 22, 24, 24, 25, 26, 26, 27, 27, 28, 28, 28, 27, 28, 28, 27, 25, 24, 23, 22, 23, 25, 26, 27, 27, 26, 26, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 26, 26, 26, 26, 26, 26, 26, 25, 24, 23, 22, 22, 23, 23, 24, 24, 23, 24, 23, 23, 23, 21, 20, 21, 20, 22, 53, 74, 51, 23, 20, 20, 22, 23, 23, 24, 24, 23, 23, 24, 23, 22, 22, 23, 23, 24, 24, 24, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 22, 22, 22, 22, 22, 21, 21, 21, 20, 20, 19, 19, 19, 19, 17, 18, 18, 20, 20, 19, 18, 18, 18, 19, 19]",4.340354443
31453,"[13, 16, 16, 16, 15, 15, 17, 20, 22, 24, 25, 25, 27, 27, 28, 28, 28, 29, 28, 27, 25, 23, 23, 24, 25, 26, 27, 26, 26, 26, 25, 26, 26, 26, 25, 26, 25, 25, 26, 26, 26, 26, 26, 25, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 23, 23, 23, 23, 24, 24, 24, 24, 24, 23, 23, 23, 24, 55, 74, 50, 24, 21, 21, 20, 20, 21, 22, 23, 24, 24, 24, 24, 23, 23, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 22, 22, 22, 21, 22, 22, 23, 23, 22, 22, 22, 22, 21, 21, 21, 21, 19, 19, 18, 19, 18, 17, 18, 20, 20, 19, 18, 18, 18, 19, 19]",4.340354443
31468,"[13, 16, 16, 16, 15, 15, 16, 20, 22, 24, 25, 26, 28, 27, 27, 27, 28, 29, 28, 27, 26, 26, 27, 27, 28, 28, 27, 27, 26, 26, 25, 26, 27, 27, 27, 27, 26, 25, 26, 25, 25, 25, 25, 25, 24, 24, 23, 24, 24, 25, 26, 26, 26, 26, 25, 25, 25, 25, 25, 23, 23, 22, 22, 22, 22, 23, 23, 24, 25, 27, 59, 74, 47, 23, 21, 21, 21, 20, 20, 20, 21, 21, 22, 23, 24, 24, 24, 23, 23, 23, 22, 22, 23, 22, 22, 22, 23, 23, 22, 22, 21, 21, 21, 21, 22, 22, 23, 22, 22, 22, 22, 21, 21, 20, 19, 18, 18, 17, 17, 18, 20, 20, 19, 19, 18, 18, 19, 19]",4.340354443
31483,"[13, 16, 16, 16, 15, 15, 17, 20, 22, 24, 25, 25, 27, 27, 27, 28, 29, 29, 29, 29, 28, 28, 28, 27, 26, 26, 26, 27, 27, 27, 27, 27, 26, 25, 26, 26, 25, 26, 26, 26, 26, 26, 26, 26, 26, 26, 25, 25, 24, 23, 22, 22, 22, 23, 24, 25, 25, 25, 26, 25, 26, 25, 25, 24, 23, 22, 21, 21, 22, 25, 56, 73, 50, 26, 24, 24, 23, 23, 24, 23, 24, 24, 23, 22, 22, 22, 23, 23, 23, 24, 23, 23, 22, 23, 22, 21, 22, 22, 22, 23, 23, 23, 22, 22, 22, 21, 22, 22, 23, 23, 22, 22, 21, 20, 19, 19, 18, 17, 17, 18, 20, 20, 19, 18, 18, 18, 18, 19]",4.340354443
31498,"[13, 16, 16, 16, 15, 15, 16, 20, 22, 24, 24, 25, 27, 28, 28, 27, 27, 28, 28, 29, 29, 29, 28, 25, 25, 24, 24, 23, 24, 24, 25, 26, 26, 27, 26, 26, 27, 27, 26, 26, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 25, 24, 24, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 26, 58, 73, 43, 23, 23, 24, 25, 23, 24, 24, 24, 24, 24, 24, 23, 23, 23, 22, 22, 22, 23, 23, 23, 23, 22, 22, 22, 22, 21, 22, 21, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 21, 21, 19, 19, 18, 17, 17, 19, 21, 20, 19, 18, 18, 18, 19, 19]",4.340354443
31513,"[13, 16, 16, 16, 15, 15, 16, 20, 22, 24, 25, 25, 27, 26, 27, 27, 28, 29, 29, 28, 28, 28, 26, 25, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 26, 26, 26, 25, 25, 25, 25, 25, 24, 24, 23, 22, 23, 22, 23, 24, 24, 24, 24, 24, 25, 25, 25, 44, 69, 67, 34, 22, 22, 21, 22, 22, 22, 23, 23, 23, 22, 23, 24, 23, 23, 23, 22, 22, 21, 22, 22, 22, 22, 23, 22, 22, 22, 22, 21, 20, 21, 21, 21, 21, 21, 20, 21, 21, 21, 21, 21, 20, 19, 19, 19, 17, 17, 18, 21, 20, 19, 19, 18, 18, 18, 18]",4.340354443
31528,"[13, 16, 16, 15, 15, 15, 17, 19, 22, 23, 24, 24, 26, 26, 27, 27, 28, 28, 28, 27, 26, 26, 26, 27, 26, 25, 25, 24, 23, 23, 23, 23, 22, 23, 24, 24, 25, 26, 26, 26, 26, 26, 26, 25, 26, 25, 26, 26, 26, 26, 25, 26, 26, 25, 26, 26, 26, 25, 26, 24, 24, 23, 22, 22, 22, 23, 23, 24, 25, 55, 71, 51, 27, 23, 24, 23, 23, 22, 23, 23, 23, 22, 22, 21, 22, 21, 21, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 20, 20, 20, 20, 20, 19, 20, 20, 21, 21, 22, 22, 21, 21, 20, 19, 19, 18, 17, 18, 20, 20, 19, 18, 17, 18, 18, 19]",4.340354443
31543,"[13, 16, 16, 15, 15, 15, 16, 20, 21, 23, 24, 25, 27, 26, 27, 27, 27, 27, 28, 28, 27, 27, 26, 25, 25, 24, 25, 25, 25, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 24, 25, 25, 25, 26, 27, 26, 26, 26, 26, 26, 26, 25, 25, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 24, 24, 24, 24, 33, 64, 71, 39, 23, 23, 23, 22, 22, 21, 22, 22, 22, 22, 22, 22, 22, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 22, 22, 22, 22, 22, 21, 21, 21, 21, 20, 19, 19, 19, 18, 18, 18, 20, 20, 19, 18, 18, 18, 18, 19]",4.340354443
31558,"[13, 16, 16, 15, 15, 15, 16, 19, 22, 23, 24, 25, 27, 27, 27, 27, 27, 26, 27, 27, 26, 26, 25, 25, 25, 25, 25, 26, 26, 26, 25, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 25, 25, 25, 24, 25, 24, 24, 24, 23, 23, 24, 23, 23, 23, 23, 24, 23, 23, 23, 23, 22, 22, 22, 22, 24, 50, 72, 58, 28, 22, 22, 22, 22, 23, 23, 23, 22, 21, 20, 21, 22, 23, 23, 21, 20, 21, 22, 21, 21, 21, 21, 20, 20, 21, 22, 22, 22, 22, 22, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 20, 19, 19, 17, 17, 18, 20, 19, 19, 18, 18, 18, 19, 18]",4.340354443
31573,"[13, 16, 16, 15, 15, 15, 16, 19, 21, 23, 24, 25, 26, 26, 26, 26, 26, 26, 26, 25, 26, 26, 27, 27, 27, 27, 26, 25, 24, 23, 23, 23, 23, 25, 25, 24, 23, 22, 23, 23, 23, 23, 23, 24, 24, 24, 25, 24, 23, 23, 23, 24, 23, 23, 22, 22, 23, 22, 23, 22, 23, 22, 22, 23, 24, 23, 23, 28, 57, 71, 45, 24, 23, 23, 22, 21, 22, 21, 22, 23, 23, 23, 22, 21, 20, 20, 20, 21, 22, 22, 21, 20, 20, 21, 21, 20, 20, 20, 19, 20, 21, 21, 21, 21, 21, 21, 22, 22, 22, 21, 21, 21, 21, 20, 19, 19, 19, 18, 17, 18, 20, 19, 19, 18, 17, 17, 18, 18]",4.340354443
31588,"[14, 16, 16, 15, 15, 15, 16, 19, 21, 23, 24, 25, 26, 25, 25, 24, 25, 27, 28, 27, 27, 26, 25, 24, 24, 24, 24, 25, 26, 25, 25, 25, 24, 25, 24, 24, 25, 25, 24, 23, 24, 24, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 23, 23, 23, 23, 22, 22, 23, 22, 23, 23, 24, 24, 43, 67, 66, 32, 22, 22, 22, 22, 22, 22, 22, 21, 21, 22, 21, 22, 22, 22, 21, 21, 19, 20, 20, 21, 22, 21, 21, 20, 20, 20, 21, 20, 21, 20, 20, 21, 21, 21, 21, 21, 20, 21, 21, 21, 21, 21, 20, 19, 19, 18, 17, 17, 18, 20, 19, 19, 18, 17, 18, 18, 19]",4.340354443
31603,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 22, 23, 24, 24, 25, 26, 26, 26, 27, 26, 25, 25, 25, 25, 26, 26, 25, 25, 25, 26, 26, 26, 26, 25, 25, 24, 23, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 23, 24, 24, 24, 24, 23, 23, 22, 22, 22, 22, 22, 26, 57, 70, 46, 25, 23, 23, 23, 22, 22, 22, 21, 21, 21, 22, 22, 22, 21, 21, 21, 21, 22, 21, 21, 20, 19, 19, 21, 21, 22, 22, 20, 19, 21, 20, 20, 20, 20, 20, 21, 22, 21, 22, 22, 21, 21, 21, 20, 19, 18, 18, 18, 17, 18, 21, 19, 19, 18, 17, 17, 18, 18]",4.340354443
31618,"[13, 16, 16, 15, 15, 15, 16, 19, 21, 23, 23, 24, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 27, 27, 26, 25, 25, 25, 24, 24, 25, 25, 25, 25, 24, 23, 23, 23, 23, 24, 24, 25, 24, 24, 24, 25, 24, 24, 25, 23, 23, 23, 23, 22, 22, 22, 23, 23, 22, 23, 23, 23, 23, 22, 24, 48, 70, 54, 27, 22, 22, 22, 22, 23, 23, 23, 22, 21, 22, 22, 21, 21, 21, 21, 21, 21, 21, 20, 20, 21, 21, 21, 20, 19, 19, 20, 21, 21, 21, 20, 19, 20, 19, 19, 20, 20, 20, 21, 20, 20, 20, 20, 19, 18, 18, 18, 17, 17, 18, 20, 19, 18, 18, 17, 17, 18, 18]",4.340354443
31633,"[13, 16, 16, 15, 15, 15, 16, 19, 22, 23, 24, 25, 26, 25, 25, 25, 27, 28, 28, 27, 27, 26, 26, 25, 26, 26, 27, 26, 26, 25, 25, 25, 25, 25, 25, 24, 23, 22, 22, 22, 23, 24, 25, 25, 26, 25, 25, 25, 25, 24, 24, 24, 24, 24, 23, 22, 22, 22, 22, 21, 22, 22, 22, 23, 24, 40, 66, 67, 33, 22, 22, 22, 21, 21, 21, 21, 22, 22, 22, 22, 22, 22, 22, 21, 21, 21, 21, 20, 21, 20, 19, 20, 20, 20, 20, 19, 19, 19, 19, 20, 20, 20, 20, 20, 19, 19, 19, 20, 20, 20, 20, 20, 20, 19, 18, 18, 17, 16, 15, 17, 21, 19, 18, 18, 18, 18, 17, 18]",4.340354443
31648,"[13, 16, 16, 15, 15, 15, 16, 19, 22, 23, 24, 24, 26, 26, 26, 26, 26, 27, 28, 27, 28, 27, 26, 25, 26, 26, 26, 27, 25, 24, 24, 25, 25, 25, 25, 25, 25, 25, 24, 23, 23, 23, 23, 23, 24, 23, 24, 24, 24, 23, 23, 24, 24, 24, 25, 24, 23, 23, 23, 22, 22, 22, 22, 22, 25, 57, 71, 43, 23, 23, 22, 22, 22, 21, 21, 21, 21, 21, 21, 21, 22, 22, 22, 21, 21, 21, 20, 19, 19, 19, 19, 20, 19, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 20, 19, 19, 18, 18, 17, 17, 16, 16, 18, 20, 18, 18, 18, 17, 18, 18, 18]",4.340354443
31663,"[13, 16, 16, 15, 15, 15, 16, 19, 21, 22, 23, 23, 25, 25, 25, 25, 26, 26, 26, 26, 26, 27, 27, 27, 26, 26, 26, 26, 25, 24, 24, 24, 24, 25, 25, 26, 26, 25, 24, 24, 24, 23, 23, 22, 22, 21, 22, 23, 23, 25, 25, 25, 24, 24, 23, 24, 23, 23, 23, 24, 24, 23, 23, 23, 38, 65, 66, 35, 21, 22, 21, 22, 21, 21, 21, 20, 21, 20, 20, 20, 20, 20, 20, 19, 20, 20, 21, 20, 20, 20, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 20, 20, 20, 19, 20, 20, 19, 18, 18, 17, 17, 17, 17, 18, 19, 20, 18, 18, 17, 17, 17, 18]",4.340354443
31678,"[13, 16, 16, 15, 14, 15, 16, 19, 21, 22, 24, 24, 25, 25, 25, 25, 26, 27, 27, 27, 27, 27, 27, 27, 26, 27, 27, 27, 28, 27, 27, 26, 23, 23, 22, 22, 23, 23, 24, 25, 25, 25, 25, 25, 25, 23, 22, 22, 21, 21, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 24, 25, 24, 37, 64, 67, 39, 21, 20, 20, 19, 20, 19, 20, 20, 20, 21, 21, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 20, 20, 19, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 18, 18, 18, 17, 16, 16, 16, 17, 19, 18, 18, 18, 17, 17, 18, 18]",4.340354443
31693,"[15, 16, 16, 15, 15, 15, 16, 19, 21, 22, 24, 24, 25, 25, 25, 24, 24, 24, 25, 25, 26, 27, 28, 28, 27, 26, 26, 26, 25, 25, 25, 26, 25, 26, 26, 26, 25, 24, 22, 22, 23, 23, 24, 24, 24, 24, 24, 25, 24, 23, 23, 22, 22, 22, 22, 22, 23, 24, 25, 23, 23, 24, 26, 60, 70, 44, 23, 22, 21, 21, 20, 20, 20, 21, 20, 19, 20, 19, 19, 19, 20, 21, 21, 20, 20, 19, 19, 19, 19, 19, 18, 19, 19, 20, 20, 20, 20, 20, 19, 19, 18, 19, 20, 20, 20, 20, 20, 20, 20, 19, 20, 19, 20, 19, 19, 18, 17, 16, 16, 18, 20, 19, 18, 18, 17, 17, 18, 18]",4.702051163
31708,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 22, 23, 24, 25, 24, 22, 23, 25, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 27, 27, 26, 26, 26, 25, 25, 24, 24, 24, 24, 22, 22, 23, 23, 24, 25, 25, 25, 25, 25, 24, 23, 23, 22, 22, 22, 22, 23, 23, 23, 24, 46, 68, 57, 28, 23, 22, 22, 22, 21, 21, 21, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 18, 18, 19, 19, 20, 20, 21, 20, 20, 20, 20, 19, 18, 18, 18, 17, 17, 18, 20, 19, 18, 18, 17, 17, 18, 18]",3.978658199
31723,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 23, 23, 23, 23, 21, 23, 25, 25, 26, 25, 24, 23, 23, 23, 24, 24, 25, 26, 26, 26, 25, 24, 25, 24, 25, 24, 25, 25, 25, 26, 25, 25, 25, 25, 24, 23, 23, 22, 23, 23, 23, 24, 23, 23, 24, 23, 23, 23, 22, 23, 23, 23, 45, 64, 60, 31, 21, 21, 21, 21, 20, 21, 20, 20, 21, 20, 21, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 19, 19, 19, 19, 20, 19, 21, 20, 20, 21, 20, 20, 19, 18, 18, 19, 19, 20, 19, 19, 19, 18, 18, 18, 17, 17, 18, 20, 19, 18, 18, 17, 17, 17, 18]",4.702051163
31738,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 22, 23, 23, 24, 25, 26, 26, 25, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 24, 25, 26, 25, 25, 25, 26, 25, 25, 24, 24, 23, 23, 24, 24, 23, 23, 23, 23, 23, 23, 23, 24, 23, 24, 23, 22, 22, 22, 22, 28, 50, 67, 51, 29, 22, 21, 21, 20, 20, 20, 20, 20, 19, 19, 19, 20, 19, 19, 19, 20, 20, 21, 20, 20, 21, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 20, 18, 18, 18, 19, 20, 20, 20, 20, 20, 20, 19, 18, 18, 19, 20, 19, 18, 18, 18, 17, 16, 18, 20, 19, 18, 18, 17, 17, 18, 18]",3.978658199
31753,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 22, 23, 24, 26, 26, 25, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 24, 23, 23, 24, 24, 23, 23, 23, 22, 22, 23, 22, 23, 24, 23, 23, 23, 22, 21, 21, 22, 21, 22, 21, 22, 22, 22, 34, 59, 66, 43, 22, 21, 20, 20, 19, 20, 19, 20, 19, 19, 20, 20, 19, 19, 19, 18, 18, 19, 19, 18, 19, 19, 19, 20, 20, 21, 21, 21, 21, 20, 20, 20, 19, 19, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 20, 20, 21, 20, 20, 19, 18, 18, 18, 18, 17, 17, 16, 18, 19, 19, 19, 18, 17, 18, 18, 18]",4.702051163
31768,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 23, 24, 25, 26, 25, 25, 25, 25, 26, 25, 25, 26, 26, 26, 25, 25, 24, 24, 24, 24, 23, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 22, 22, 22, 21, 21, 21, 21, 22, 22, 21, 22, 22, 22, 22, 22, 22, 33, 55, 65, 45, 27, 20, 20, 20, 20, 20, 19, 20, 18, 19, 19, 18, 19, 18, 19, 20, 20, 20, 21, 21, 21, 20, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 20, 20, 20, 21, 21, 20, 21, 20, 20, 20, 20, 20, 19, 18, 18, 19, 19, 20, 20, 20, 19, 18, 17, 16, 16, 16, 17, 20, 18, 18, 18, 17, 18, 18, 18]",3.978658199
31783,"[13, 16, 16, 15, 15, 15, 16, 20, 21, 24, 25, 25, 26, 25, 25, 25, 26, 26, 27, 26, 26, 26, 26, 26, 26, 26, 25, 24, 23, 22, 22, 23, 22, 23, 23, 23, 23, 22, 22, 22, 21, 21, 21, 21, 21, 21, 22, 22, 21, 21, 21, 21, 21, 21, 23, 46, 65, 57, 31, 20, 20, 19, 19, 20, 19, 19, 19, 20, 18, 20, 19, 19, 20, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 19, 20, 20, 20, 20, 20, 21, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 18, 19, 19, 18, 17, 16, 16, 16, 16, 20, 18, 18, 18, 17, 18, 18, 18]",4.702051163
31798,"[13, 16, 16, 15, 15, 15, 16, 19, 21, 23, 25, 25, 26, 25, 25, 25, 26, 26, 27, 27, 26, 26, 26, 25, 25, 24, 24, 24, 23, 22, 22, 22, 21, 22, 21, 21, 22, 22, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 20, 20, 21, 31, 56, 67, 44, 23, 21, 20, 20, 20, 20, 20, 19, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 20, 20, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 21, 21, 20, 19, 19, 19, 19, 20, 20, 21, 20, 20, 21, 20, 20, 20, 20, 20, 19, 19, 19, 19, 18, 18, 18, 17, 17, 16, 16, 17, 20, 18, 18, 18, 17, 18, 18, 18]",3.978658199
31813,"[13, 16, 16, 15, 15, 15, 16, 19, 22, 23, 24, 25, 26, 25, 25, 26, 27, 27, 26, 26, 26, 26, 25, 25, 24, 23, 23, 23, 22, 22, 22, 22, 21, 22, 21, 21, 21, 21, 22, 22, 22, 22, 22, 21, 21, 20, 20, 21, 20, 20, 21, 23, 41, 64, 61, 37, 20, 20, 20, 19, 20, 20, 20, 20, 20, 20, 19, 20, 19, 20, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 19, 18, 18, 18, 18, 18, 18, 17, 17, 16, 16, 17, 19, 18, 18, 18, 17, 18, 18, 18]",4.702051163
31828,"[12, 16, 16, 15, 15, 15, 16, 19, 22, 23, 25, 25, 26, 25, 25, 25, 26, 27, 24, 24, 26, 26, 25, 23, 23, 23, 23, 23, 23, 22, 22, 22, 21, 21, 21, 22, 23, 23, 22, 21, 21, 21, 21, 21, 21, 21, 21, 22, 22, 22, 28, 50, 67, 54, 30, 21, 21, 21, 21, 20, 21, 21, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 20, 20, 19, 20, 19, 19, 19, 19, 19, 20, 20, 20, 19, 19, 18, 17, 16, 16, 16, 16, 17, 19, 18, 18, 18, 17, 17, 18, 18]",3.978658199
31843,"[12, 16, 16, 15, 14, 15, 16, 19, 22, 23, 24, 24, 26, 25, 25, 25, 25, 26, 24, 26, 26, 26, 25, 24, 23, 24, 23, 23, 23, 22, 23, 23, 22, 23, 23, 23, 22, 21, 21, 21, 21, 21, 22, 21, 21, 22, 23, 23, 29, 48, 63, 58, 37, 23, 21, 21, 21, 20, 21, 20, 20, 20, 19, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 19, 19, 19, 18, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 18, 17, 17, 16, 16, 17, 19, 18, 18, 18, 17, 18, 18, 18]",4.340354443
31858,"[13, 16, 16, 15, 15, 15, 16, 19, 22, 24, 24, 24, 26, 26, 25, 25, 25, 26, 25, 25, 26, 24, 24, 24, 24, 24, 24, 24, 23, 22, 22, 23, 24, 24, 23, 22, 21, 21, 21, 22, 21, 21, 22, 22, 22, 22, 32, 50, 60, 53, 37, 26, 22, 22, 22, 22, 21, 22, 22, 21, 21, 21, 19, 20, 20, 20, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 19, 19, 18, 18, 18, 18, 17, 17, 17, 18, 18, 18, 18, 18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 19, 18, 18, 17, 17, 16, 16, 17, 20, 18, 18, 18, 17, 17, 17, 18]",4.340354443
